id,question_id,isTrue,answer,explanation,indexation
1366,274,0,Réponse 1,Explication,1
1367,274,0,Réponse 2,Explication,2
1368,274,0,Réponse 3,Explication,3
1369,274,0,Réponse 4,Explication,4
1370,274,1,Réponse 5,Explication,5
1371,275,0,Réponse 1,Explication,1
1372,275,0,Réponse 2,Explication,2
1373,275,1,Réponse 3,Explication,3
1374,275,1,Réponse 4,Explication,4
1375,275,0,Réponse 5,Explication,5
1376,276,0,Réponse 1,Explication,1
1377,276,1,Réponse 2,Explication,2
1378,276,0,Réponse 3,Explication,3
1379,276,0,Réponse 4,Explication,4
1380,276,0,Réponse 5,Explication,5
1381,277,1,Réponse 1,Explication,1
1382,277,1,Réponse 2,Explication,2
1383,277,0,Réponse 3,Explication,3
1384,277,0,Réponse 4,Explication,4
1385,277,0,Réponse 5,Explication,5
1386,278,0,Réponse 1,Explication,1
1387,278,0,Réponse 2,Explication,2
1388,278,0,Réponse 3,Explication,3
1389,278,1,Réponse 4,Explication,4
1390,278,1,Réponse 5,Explication,5
1391,279,1,Réponse 1,Explication,1
1392,279,0,Réponse 2,Explication,2
1393,279,0,Réponse 3,Explication,3
1394,279,0,Réponse 4,Explication,4
1395,279,0,Réponse 5,Explication,5
1396,280,0,Réponse 1,Explication,1
1397,280,0,Réponse 2,Explication,2
1398,280,1,Réponse 3,Explication,3
1399,280,1,Réponse 4,Explication,4
1400,280,0,Réponse 5,Explication,5
1401,281,0,Réponse 1,Explication,1
1402,281,1,Réponse 2,Explication,2
1403,281,0,Réponse 3,Explication,3
1404,281,1,Réponse 4,Explication,4
1405,281,0,Réponse 5,Explication,5
1406,282,0,Réponse 1,Explication,1
1407,282,1,Réponse 2,Explication,2
1408,282,1,Réponse 3,Explication,3
1409,282,0,Réponse 4,Explication,4
1410,282,0,Réponse 5,Explication,5
1411,283,1,Réponse 1,Explication,1
1412,283,0,Réponse 2,Explication,2
1413,283,0,Réponse 3,Explication,3
1414,283,0,Réponse 4,Explication,4
1415,283,0,Réponse 5,Explication,5
1416,284,0,Réponse 1,Explication,1
1417,284,0,Réponse 2,Explication,2
1418,284,0,Réponse 3,Explication,3
1419,284,0,Réponse 4,Explication,4
1420,284,1,Réponse 5,Explication,5
1421,285,0,Réponse 1,Explication,1
1422,285,0,Réponse 2,Explication,2
1423,285,0,Réponse 3,Explication,3
1424,285,1,Réponse 4,Explication,4
1425,285,0,Réponse 5,Explication,5
1426,286,0,Réponse 1,Explication,1
1427,286,1,Réponse 2,Explication,2
1428,286,0,Réponse 3,Explication,3
1429,286,0,Réponse 4,Explication,4
1430,286,1,Réponse 5,Explication,5
1431,287,0,Réponse 1,Explication,1
1432,287,1,Réponse 2,Explication,2
1433,287,1,Réponse 3,Explication,3
1434,287,0,Réponse 4,Explication,4
1435,287,0,Réponse 5,Explication,5
1436,288,0,Réponse 1,Explication,1
1437,288,1,Réponse 2,Explication,2
1438,288,0,Réponse 3,Explication,3
1439,288,0,Réponse 4,Explication,4
1440,288,0,Réponse 5,Explication,5
1441,289,1,Réponse 1,Explication,1
1442,289,0,Réponse 2,Explication,2
1443,289,0,Réponse 3,Explication,3
1444,289,0,Réponse 4,Explication,4
1445,289,0,Réponse 5,Explication,5
1446,290,1,Réponse 1,Explication,1
1447,290,0,Réponse 2,Explication,2
1448,290,0,Réponse 3,Explication,3
1449,290,0,Réponse 4,Explication,4
1450,290,1,Réponse 5,Explication,5
1451,291,0,Réponse 1,Explication,1
1452,291,0,Réponse 2,Explication,2
1453,291,1,Réponse 3,Explication,3
1454,291,0,Réponse 4,Explication,4
1455,291,0,Réponse 5,Explication,5
1456,292,0,Réponse 1,Explication,1
1457,292,1,Réponse 2,Explication,2
1458,292,0,Réponse 3,Explication,3
1459,292,0,Réponse 4,Explication,4
1460,292,1,Réponse 5,Explication,5
1461,293,0,Réponse 1,Explication,1
1462,293,0,Réponse 2,Explication,2
1463,293,0,Réponse 3,Explication,3
1464,293,1,Réponse 4,Explication,4
1465,293,1,Réponse 5,Explication,5
1466,294,0,Réponse 1,Explication,1
1467,294,0,Réponse 2,Explication,2
1468,294,0,Réponse 3,Explication,3
1469,294,1,Réponse 4,Explication,4
1470,294,0,Réponse 5,Explication,5
1471,295,1,Réponse 1,Explication,1
1472,295,0,Réponse 2,Explication,2
1473,295,1,Réponse 3,Explication,3
1474,295,0,Réponse 4,Explication,4
1475,295,0,Réponse 5,Explication,5
1476,296,1,Réponse 1,Explication,1
1477,296,0,Réponse 2,Explication,2
1478,296,0,Réponse 3,Explication,3
1479,296,0,Réponse 4,Explication,4
1480,296,1,Réponse 5,Explication,5
1481,297,1,Réponse 1,Explication,1
1482,297,0,Réponse 2,Explication,2
1483,297,0,Réponse 3,Explication,3
1484,297,0,Réponse 4,Explication,4
1485,297,1,Réponse 5,Explication,5
1486,298,0,Réponse 1,Explication,1
1487,298,1,Réponse 2,Explication,2
1488,298,0,Réponse 3,Explication,3
1489,298,0,Réponse 4,Explication,4
1490,298,0,Réponse 5,Explication,5
1491,299,0,Réponse 1,Explication,1
1492,299,0,Réponse 2,Explication,2
1493,299,0,Réponse 3,Explication,3
1494,299,1,Réponse 4,Explication,4
1495,299,0,Réponse 5,Explication,5
1496,300,0,Réponse 1,Explication,1
1497,300,0,Réponse 2,Explication,2
1498,300,1,Réponse 3,Explication,3
1499,300,0,Réponse 4,Explication,4
1500,300,0,Réponse 5,Explication,5
1501,301,0,Réponse 1,Explication,1
1502,301,0,Réponse 2,Explication,2
1503,301,0,Réponse 3,Explication,3
1504,301,1,Réponse 4,Explication,4
1505,301,1,Réponse 5,Explication,5
1506,302,0,Réponse 1,Explication,1
1507,302,1,Réponse 2,Explication,2
1508,302,1,Réponse 3,Explication,3
1509,302,0,Réponse 4,Explication,4
1510,302,0,Réponse 5,Explication,5
1511,303,0,Réponse 1,Explication,1
1512,303,0,Réponse 2,Explication,2
1513,303,0,Réponse 3,Explication,3
1514,303,1,Réponse 4,Explication,4
1515,303,0,Réponse 5,Explication,5
1516,304,0,Réponse 1,Explication,1
1517,304,1,Réponse 2,Explication,2
1518,304,0,Réponse 3,Explication,3
1519,304,0,Réponse 4,Explication,4
1520,304,0,Réponse 5,Explication,5
1521,305,0,Réponse 1,Explication,1
1522,305,0,Réponse 2,Explication,2
1523,305,1,Réponse 3,Explication,3
1524,305,1,Réponse 4,Explication,4
1525,305,0,Réponse 5,Explication,5
1526,306,0,Réponse 1,Explication,1
1527,306,0,Réponse 2,Explication,2
1528,306,0,Réponse 3,Explication,3
1529,306,0,Réponse 4,Explication,4
1530,306,1,Réponse 5,Explication,5
1531,307,0,Réponse 1,Explication,1
1532,307,1,Réponse 2,Explication,2
1533,307,0,Réponse 3,Explication,3
1534,307,1,Réponse 4,Explication,4
1535,307,0,Réponse 5,Explication,5
1536,308,1,Réponse 1,Explication,1
1537,308,0,Réponse 2,Explication,2
1538,308,1,Réponse 3,Explication,3
1539,308,0,Réponse 4,Explication,4
1540,308,0,Réponse 5,Explication,5
1541,309,0,Réponse 1,Explication,1
1542,309,1,Réponse 2,Explication,2
1543,309,0,Réponse 3,Explication,3
1544,309,0,Réponse 4,Explication,4
1545,309,0,Réponse 5,Explication,5
1546,310,0,Réponse 1,Explication,1
1547,310,1,Réponse 2,Explication,2
1548,310,0,Réponse 3,Explication,3
1549,310,1,Réponse 4,Explication,4
1550,310,0,Réponse 5,Explication,5
1551,311,1,Réponse 1,Explication,1
1552,311,0,Réponse 2,Explication,2
1553,311,0,Réponse 3,Explication,3
1554,311,1,Réponse 4,Explication,4
1555,311,0,Réponse 5,Explication,5
1556,312,0,Réponse 1,Explication,1
1557,312,1,Réponse 2,Explication,2
1558,312,1,Réponse 3,Explication,3
1559,312,0,Réponse 4,Explication,4
1560,312,0,Réponse 5,Explication,5
1561,313,0,Réponse 1,Explication,1
1562,313,0,Réponse 2,Explication,2
1563,313,0,Réponse 3,Explication,3
1564,313,0,Réponse 4,Explication,4
1565,313,1,Réponse 5,Explication,5
1566,314,0,Réponse 1,Explication,1
1567,314,1,Réponse 2,Explication,2
1568,314,0,Réponse 3,Explication,3
1569,314,0,Réponse 4,Explication,4
1570,314,0,Réponse 5,Explication,5
1571,315,0,Réponse 1,Explication,1
1572,315,0,Réponse 2,Explication,2
1573,315,0,Réponse 3,Explication,3
1574,315,1,Réponse 4,Explication,4
1575,315,0,Réponse 5,Explication,5
1576,316,1,Réponse 1,Explication,1
1577,316,0,Réponse 2,Explication,2
1578,316,0,Réponse 3,Explication,3
1579,316,1,Réponse 4,Explication,4
1580,316,0,Réponse 5,Explication,5
1581,317,0,Réponse 1,Explication,1
1582,317,1,Réponse 2,Explication,2
1583,317,1,Réponse 3,Explication,3
1584,317,0,Réponse 4,Explication,4
1585,317,0,Réponse 5,Explication,5
1586,318,0,Réponse 1,Explication,1
1587,318,0,Réponse 2,Explication,2
1588,318,1,Réponse 3,Explication,3
1589,318,0,Réponse 4,Explication,4
1590,318,0,Réponse 5,Explication,5
1591,319,0,Réponse 1,Explication,1
1592,319,0,Réponse 2,Explication,2
1593,319,1,Réponse 3,Explication,3
1594,319,0,Réponse 4,Explication,4
1595,319,0,Réponse 5,Explication,5
1596,320,0,Réponse 1,Explication,1
1597,320,0,Réponse 2,Explication,2
1598,320,0,Réponse 3,Explication,3
1599,320,1,Réponse 4,Explication,4
1600,320,1,Réponse 5,Explication,5
1601,321,0,Réponse 1,Explication,1
1602,321,0,Réponse 2,Explication,2
1603,321,1,Réponse 3,Explication,3
1604,321,0,Réponse 4,Explication,4
1605,321,0,Réponse 5,Explication,5
1606,322,0,Réponse 1,Explication,1
1607,322,1,Réponse 2,Explication,2
1608,322,0,Réponse 3,Explication,3
1609,322,1,Réponse 4,Explication,4
1610,322,0,Réponse 5,Explication,5
1611,323,1,Réponse 1,Explication,1
1612,323,0,Réponse 2,Explication,2
1613,323,1,Réponse 3,Explication,3
1614,323,0,Réponse 4,Explication,4
1615,323,0,Réponse 5,Explication,5
1616,324,0,Réponse 1,Explication,1
1617,324,0,Réponse 2,Explication,2
1618,324,1,Réponse 3,Explication,3
1619,324,0,Réponse 4,Explication,4
1620,324,0,Réponse 5,Explication,5
1621,325,0,Réponse 1,Explication,1
1622,325,1,Réponse 2,Explication,2
1623,325,0,Réponse 3,Explication,3
1624,325,1,Réponse 4,Explication,4
1625,325,0,Réponse 5,Explication,5
1626,326,0,Réponse 1,Explication,1
1627,326,0,Réponse 2,Explication,2
1628,326,1,Réponse 3,Explication,3
1629,326,1,Réponse 4,Explication,4
1630,326,0,Réponse 5,Explication,5
1631,327,0,Réponse 1,Explication,1
1632,327,0,Réponse 2,Explication,2
1633,327,0,Réponse 3,Explication,3
1634,327,1,Réponse 4,Explication,4
1635,327,1,Réponse 5,Explication,5
1636,328,0,Réponse 1,Explication,1
1637,328,0,Réponse 2,Explication,2
1638,328,0,Réponse 3,Explication,3
1639,328,1,Réponse 4,Explication,4
1640,328,0,Réponse 5,Explication,5
1641,329,0,Réponse 1,Explication,1
1642,329,0,Réponse 2,Explication,2
1643,329,0,Réponse 3,Explication,3
1644,329,0,Réponse 4,Explication,4
1645,329,1,Réponse 5,Explication,5
1646,330,1,Réponse 1,Explication,1
1647,330,0,Réponse 2,Explication,2
1648,330,0,Réponse 3,Explication,3
1649,330,0,Réponse 4,Explication,4
1650,330,0,Réponse 5,Explication,5
1651,331,0,Réponse 1,Explication,1
1652,331,0,Réponse 2,Explication,2
1653,331,1,Réponse 3,Explication,3
1654,331,0,Réponse 4,Explication,4
1655,331,1,Réponse 5,Explication,5
1656,332,0,Réponse 1,Explication,1
1657,332,0,Réponse 2,Explication,2
1658,332,0,Réponse 3,Explication,3
1659,332,1,Réponse 4,Explication,4
1660,332,1,Réponse 5,Explication,5
1661,333,0,Réponse 1,Explication,1
1662,333,0,Réponse 2,Explication,2
1663,333,1,Réponse 3,Explication,3
1664,333,0,Réponse 4,Explication,4
1665,333,0,Réponse 5,Explication,5
1666,334,0,Réponse 1,Explication,1
1667,334,1,Réponse 2,Explication,2
1668,334,0,Réponse 3,Explication,3
1669,334,0,Réponse 4,Explication,4
1670,334,0,Réponse 5,Explication,5
1671,335,1,Réponse 1,Explication,1
1672,335,0,Réponse 2,Explication,2
1673,335,1,Réponse 3,Explication,3
1674,335,0,Réponse 4,Explication,4
1675,335,0,Réponse 5,Explication,5
1676,336,0,Réponse 1,Explication,1
1677,336,0,Réponse 2,Explication,2
1678,336,0,Réponse 3,Explication,3
1679,336,1,Réponse 4,Explication,4
1680,336,0,Réponse 5,Explication,5
1681,337,0,Réponse 1,Explication,1
1682,337,0,Réponse 2,Explication,2
1683,337,1,Réponse 3,Explication,3
1684,337,1,Réponse 4,Explication,4
1685,337,0,Réponse 5,Explication,5
1686,338,0,Réponse 1,Explication,1
1687,338,1,Réponse 2,Explication,2
1688,338,0,Réponse 3,Explication,3
1689,338,1,Réponse 4,Explication,4
1690,338,0,Réponse 5,Explication,5
1691,339,1,Réponse 1,Explication,1
1692,339,0,Réponse 2,Explication,2
1693,339,0,Réponse 3,Explication,3
1694,339,0,Réponse 4,Explication,4
1695,339,0,Réponse 5,Explication,5
1696,340,1,Réponse 1,Explication,1
1697,340,0,Réponse 2,Explication,2
1698,340,0,Réponse 3,Explication,3
1699,340,0,Réponse 4,Explication,4
1700,340,1,Réponse 5,Explication,5
1701,341,1,Réponse 1,Explication,1
1702,341,0,Réponse 2,Explication,2
1703,341,0,Réponse 3,Explication,3
1704,341,1,Réponse 4,Explication,4
1705,341,0,Réponse 5,Explication,5
1706,342,0,Réponse 1,Explication,1
1707,342,1,Réponse 2,Explication,2
1708,342,0,Réponse 3,Explication,3
1709,342,1,Réponse 4,Explication,4
1710,342,0,Réponse 5,Explication,5
1711,343,0,Réponse 1,Explication,1
1712,343,0,Réponse 2,Explication,2
1713,343,0,Réponse 3,Explication,3
1714,343,1,Réponse 4,Explication,4
1715,343,0,Réponse 5,Explication,5
1716,344,1,Réponse 1,Explication,1
1717,344,0,Réponse 2,Explication,2
1718,344,0,Réponse 3,Explication,3
1719,344,0,Réponse 4,Explication,4
1720,344,0,Réponse 5,Explication,5
1721,345,0,Réponse 1,Explication,1
1722,345,0,Réponse 2,Explication,2
1723,345,1,Réponse 3,Explication,3
1724,345,0,Réponse 4,Explication,4
1725,345,0,Réponse 5,Explication,5
1726,346,1,Réponse 1,Explication,1
1727,346,0,Réponse 2,Explication,2
1728,346,0,Réponse 3,Explication,3
1729,346,0,Réponse 4,Explication,4
1730,346,1,Réponse 5,Explication,5
1731,347,1,Réponse 1,Explication,1
1732,347,1,Réponse 2,Explication,2
1733,347,0,Réponse 3,Explication,3
1734,347,0,Réponse 4,Explication,4
1735,347,0,Réponse 5,Explication,5
1736,348,0,Réponse 1,Explication,1
1737,348,0,Réponse 2,Explication,2
1738,348,1,Réponse 3,Explication,3
1739,348,0,Réponse 4,Explication,4
1740,348,0,Réponse 5,Explication,5
1741,349,0,Réponse 1,Explication,1
1742,349,0,Réponse 2,Explication,2
1743,349,0,Réponse 3,Explication,3
1744,349,1,Réponse 4,Explication,4
1745,349,0,Réponse 5,Explication,5
1746,350,0,Réponse 1,Explication,1
1747,350,0,Réponse 2,Explication,2
1748,350,1,Réponse 3,Explication,3
1749,350,0,Réponse 4,Explication,4
1750,350,1,Réponse 5,Explication,5
1751,351,0,Réponse 1,Explication,1
1752,351,0,Réponse 2,Explication,2
1753,351,0,Réponse 3,Explication,3
1754,351,1,Réponse 4,Explication,4
1755,351,0,Réponse 5,Explication,5
1756,352,1,Réponse 1,Explication,1
1757,352,0,Réponse 2,Explication,2
1758,352,0,Réponse 3,Explication,3
1759,352,1,Réponse 4,Explication,4
1760,352,0,Réponse 5,Explication,5
1761,353,0,Réponse 1,Explication,1
1762,353,1,Réponse 2,Explication,2
1763,353,1,Réponse 3,Explication,3
1764,353,0,Réponse 4,Explication,4
1765,353,0,Réponse 5,Explication,5
1766,354,0,Réponse 1,Explication,1
1767,354,0,Réponse 2,Explication,2
1768,354,0,Réponse 3,Explication,3
1769,354,1,Réponse 4,Explication,4
1770,354,0,Réponse 5,Explication,5
1771,355,0,Réponse 1,Explication,1
1772,355,1,Réponse 2,Explication,2
1773,355,0,Réponse 3,Explication,3
1774,355,1,Réponse 4,Explication,4
1775,355,0,Réponse 5,Explication,5
1776,356,1,Réponse 1,Explication,1
1777,356,1,Réponse 2,Explication,2
1778,356,0,Réponse 3,Explication,3
1779,356,0,Réponse 4,Explication,4
1780,356,0,Réponse 5,Explication,5
1781,357,1,Réponse 1,Explication,1
1782,357,0,Réponse 2,Explication,2
1783,357,1,Réponse 3,Explication,3
1784,357,0,Réponse 4,Explication,4
1785,357,0,Réponse 5,Explication,5
1786,358,0,Réponse 1,Explication,1
1787,358,0,Réponse 2,Explication,2
1788,358,0,Réponse 3,Explication,3
1789,358,1,Réponse 4,Explication,4
1790,358,0,Réponse 5,Explication,5
1791,359,1,Réponse 1,Explication,1
1792,359,0,Réponse 2,Explication,2
1793,359,0,Réponse 3,Explication,3
1794,359,0,Réponse 4,Explication,4
1795,359,0,Réponse 5,Explication,5
1796,360,0,Réponse 1,Explication,1
1797,360,0,Réponse 2,Explication,2
1798,360,0,Réponse 3,Explication,3
1799,360,0,Réponse 4,Explication,4
1800,360,1,Réponse 5,Explication,5
1801,361,0,Réponse 1,Explication,1
1802,361,1,Réponse 2,Explication,2
1803,361,0,Réponse 3,Explication,3
1804,361,1,Réponse 4,Explication,4
1805,361,0,Réponse 5,Explication,5
1806,362,1,Réponse 1,Explication,1
1807,362,1,Réponse 2,Explication,2
1808,362,0,Réponse 3,Explication,3
1809,362,0,Réponse 4,Explication,4
1810,362,0,Réponse 5,Explication,5
1811,363,0,Réponse 1,Explication,1
1812,363,0,Réponse 2,Explication,2
1813,363,0,Réponse 3,Explication,3
1814,363,0,Réponse 4,Explication,4
1815,363,1,Réponse 5,Explication,5
1816,364,0,Réponse 1,Explication,1
1817,364,0,Réponse 2,Explication,2
1818,364,0,Réponse 3,Explication,3
1819,364,0,Réponse 4,Explication,4
1820,364,1,Réponse 5,Explication,5
1821,365,1,Réponse 1,Explication,1
1822,365,0,Réponse 2,Explication,2
1823,365,0,Réponse 3,Explication,3
1824,365,0,Réponse 4,Explication,4
1825,365,1,Réponse 5,Explication,5
1826,366,0,Réponse 1,Explication,1
1827,366,0,Réponse 2,Explication,2
1828,366,0,Réponse 3,Explication,3
1829,366,0,Réponse 4,Explication,4
1830,366,1,Réponse 5,Explication,5
1831,367,0,Réponse 1,Explication,1
1832,367,1,Réponse 2,Explication,2
1833,367,0,Réponse 3,Explication,3
1834,367,0,Réponse 4,Explication,4
1835,367,1,Réponse 5,Explication,5
1836,368,1,Réponse 1,Explication,1
1837,368,0,Réponse 2,Explication,2
1838,368,0,Réponse 3,Explication,3
1839,368,0,Réponse 4,Explication,4
1840,368,1,Réponse 5,Explication,5
1841,369,1,Réponse 1,Explication,1
1842,369,0,Réponse 2,Explication,2
1843,369,0,Réponse 3,Explication,3
1844,369,0,Réponse 4,Explication,4
1845,369,0,Réponse 5,Explication,5
1846,370,1,Réponse 1,Explication,1
1847,370,1,Réponse 2,Explication,2
1848,370,0,Réponse 3,Explication,3
1849,370,0,Réponse 4,Explication,4
1850,370,0,Réponse 5,Explication,5
1851,371,0,Réponse 1,Explication,1
1852,371,1,Réponse 2,Explication,2
1853,371,0,Réponse 3,Explication,3
1854,371,1,Réponse 4,Explication,4
1855,371,0,Réponse 5,Explication,5
1856,372,1,Réponse 1,Explication,1
1857,372,0,Réponse 2,Explication,2
1858,372,0,Réponse 3,Explication,3
1859,372,0,Réponse 4,Explication,4
1860,372,1,Réponse 5,Explication,5
1861,373,0,Réponse 1,Explication,1
1862,373,0,Réponse 2,Explication,2
1863,373,0,Réponse 3,Explication,3
1864,373,1,Réponse 4,Explication,4
1865,373,0,Réponse 5,Explication,5
1866,374,0,Réponse 1,Explication,1
1867,374,0,Réponse 2,Explication,2
1868,374,0,Réponse 3,Explication,3
1869,374,1,Réponse 4,Explication,4
1870,374,0,Réponse 5,Explication,5
1871,375,0,Réponse 1,Explication,1
1872,375,0,Réponse 2,Explication,2
1873,375,1,Réponse 3,Explication,3
1874,375,0,Réponse 4,Explication,4
1875,375,0,Réponse 5,Explication,5
1876,376,1,Réponse 1,Explication,1
1877,376,0,Réponse 2,Explication,2
1878,376,0,Réponse 3,Explication,3
1879,376,0,Réponse 4,Explication,4
1880,376,1,Réponse 5,Explication,5
1881,377,0,Réponse 1,Explication,1
1882,377,1,Réponse 2,Explication,2
1883,377,1,Réponse 3,Explication,3
1884,377,0,Réponse 4,Explication,4
1885,377,0,Réponse 5,Explication,5
1886,378,0,Réponse 1,Explication,1
1887,378,1,Réponse 2,Explication,2
1888,378,0,Réponse 3,Explication,3
1889,378,0,Réponse 4,Explication,4
1890,378,0,Réponse 5,Explication,5
1891,379,0,Réponse 1,Explication,1
1892,379,0,Réponse 2,Explication,2
1893,379,0,Réponse 3,Explication,3
1894,379,1,Réponse 4,Explication,4
1895,379,0,Réponse 5,Explication,5
1896,380,0,Réponse 1,Explication,1
1897,380,1,Réponse 2,Explication,2
1898,380,0,Réponse 3,Explication,3
1899,380,1,Réponse 4,Explication,4
1900,380,0,Réponse 5,Explication,5
1901,381,0,Réponse 1,Explication,1
1902,381,1,Réponse 2,Explication,2
1903,381,0,Réponse 3,Explication,3
1904,381,0,Réponse 4,Explication,4
1905,381,0,Réponse 5,Explication,5
1906,382,0,Réponse 1,Explication,1
1907,382,0,Réponse 2,Explication,2
1908,382,1,Réponse 3,Explication,3
1909,382,1,Réponse 4,Explication,4
1910,382,0,Réponse 5,Explication,5
1911,383,0,Réponse 1,Explication,1
1912,383,1,Réponse 2,Explication,2
1913,383,1,Réponse 3,Explication,3
1914,383,0,Réponse 4,Explication,4
1915,383,0,Réponse 5,Explication,5
1916,384,0,Réponse 1,Explication,1
1917,384,0,Réponse 2,Explication,2
1918,384,0,Réponse 3,Explication,3
1919,384,1,Réponse 4,Explication,4
1920,384,0,Réponse 5,Explication,5
1921,385,0,Réponse 1,Explication,1
1922,385,0,Réponse 2,Explication,2
1923,385,1,Réponse 3,Explication,3
1924,385,1,Réponse 4,Explication,4
1925,385,0,Réponse 5,Explication,5
1926,386,1,Réponse 1,Explication,1
1927,386,0,Réponse 2,Explication,2
1928,386,0,Réponse 3,Explication,3
1929,386,1,Réponse 4,Explication,4
1930,386,0,Réponse 5,Explication,5
1931,387,0,Réponse 1,Explication,1
1932,387,0,Réponse 2,Explication,2
1933,387,0,Réponse 3,Explication,3
1934,387,1,Réponse 4,Explication,4
1935,387,1,Réponse 5,Explication,5
1936,388,0,Réponse 1,Explication,1
1937,388,0,Réponse 2,Explication,2
1938,388,0,Réponse 3,Explication,3
1939,388,0,Réponse 4,Explication,4
1940,388,1,Réponse 5,Explication,5
1941,389,0,Réponse 1,Explication,1
1942,389,0,Réponse 2,Explication,2
1943,389,1,Réponse 3,Explication,3
1944,389,0,Réponse 4,Explication,4
1945,389,0,Réponse 5,Explication,5
1946,390,0,Réponse 1,Explication,1
1947,390,0,Réponse 2,Explication,2
1948,390,0,Réponse 3,Explication,3
1949,390,0,Réponse 4,Explication,4
1950,390,1,Réponse 5,Explication,5
1951,391,1,Réponse 1,Explication,1
1952,391,0,Réponse 2,Explication,2
1953,391,0,Réponse 3,Explication,3
1954,391,0,Réponse 4,Explication,4
1955,391,1,Réponse 5,Explication,5
1956,392,1,Réponse 1,Explication,1
1957,392,0,Réponse 2,Explication,2
1958,392,0,Réponse 3,Explication,3
1959,392,0,Réponse 4,Explication,4
1960,392,1,Réponse 5,Explication,5
1961,393,0,Réponse 1,Explication,1
1962,393,1,Réponse 2,Explication,2
1963,393,0,Réponse 3,Explication,3
1964,393,0,Réponse 4,Explication,4
1965,393,0,Réponse 5,Explication,5
1966,394,0,Réponse 1,Explication,1
1967,394,1,Réponse 2,Explication,2
1968,394,0,Réponse 3,Explication,3
1969,394,0,Réponse 4,Explication,4
1970,394,0,Réponse 5,Explication,5
1971,395,0,Réponse 1,Explication,1
1972,395,0,Réponse 2,Explication,2
1973,395,0,Réponse 3,Explication,3
1974,395,1,Réponse 4,Explication,4
1975,395,1,Réponse 5,Explication,5
1976,396,0,Réponse 1,Explication,1
1977,396,0,Réponse 2,Explication,2
1978,396,0,Réponse 3,Explication,3
1979,396,0,Réponse 4,Explication,4
1980,396,1,Réponse 5,Explication,5
1981,397,0,Réponse 1,Explication,1
1982,397,0,Réponse 2,Explication,2
1983,397,0,Réponse 3,Explication,3
1984,397,1,Réponse 4,Explication,4
1985,397,1,Réponse 5,Explication,5
1986,398,0,Réponse 1,Explication,1
1987,398,0,Réponse 2,Explication,2
1988,398,1,Réponse 3,Explication,3
1989,398,1,Réponse 4,Explication,4
1990,398,0,Réponse 5,Explication,5
1991,399,1,Réponse 1,Explication,1
1992,399,0,Réponse 2,Explication,2
1993,399,0,Réponse 3,Explication,3
1994,399,0,Réponse 4,Explication,4
1995,399,0,Réponse 5,Explication,5
1996,400,0,Réponse 1,Explication,1
1997,400,0,Réponse 2,Explication,2
1998,400,1,Réponse 3,Explication,3
1999,400,0,Réponse 4,Explication,4
2000,400,1,Réponse 5,Explication,5
2001,401,1,Réponse 1,Explication,1
2002,401,0,Réponse 2,Explication,2
2003,401,1,Réponse 3,Explication,3
2004,401,0,Réponse 4,Explication,4
2005,401,0,Réponse 5,Explication,5
2006,402,0,Réponse 1,Explication,1
2007,402,1,Réponse 2,Explication,2
2008,402,0,Réponse 3,Explication,3
2009,402,1,Réponse 4,Explication,4
2010,402,0,Réponse 5,Explication,5
2011,403,0,Réponse 1,Explication,1
2012,403,0,Réponse 2,Explication,2
2013,403,0,Réponse 3,Explication,3
2014,403,1,Réponse 4,Explication,4
2015,403,0,Réponse 5,Explication,5
2016,404,0,Réponse 1,Explication,1
2017,404,0,Réponse 2,Explication,2
2018,404,1,Réponse 3,Explication,3
2019,404,0,Réponse 4,Explication,4
2020,404,0,Réponse 5,Explication,5
2021,405,0,Réponse 1,Explication,1
2022,405,1,Réponse 2,Explication,2
2023,405,0,Réponse 3,Explication,3
2024,405,0,Réponse 4,Explication,4
2025,405,0,Réponse 5,Explication,5
2026,406,1,Réponse 1,Explication,1
2027,406,0,Réponse 2,Explication,2
2028,406,0,Réponse 3,Explication,3
2029,406,1,Réponse 4,Explication,4
2030,406,0,Réponse 5,Explication,5
2031,407,1,Réponse 1,Explication,1
2032,407,1,Réponse 2,Explication,2
2033,407,0,Réponse 3,Explication,3
2034,407,0,Réponse 4,Explication,4
2035,407,0,Réponse 5,Explication,5
2036,408,0,Réponse 1,Explication,1
2037,408,0,Réponse 2,Explication,2
2038,408,0,Réponse 3,Explication,3
2039,408,1,Réponse 4,Explication,4
2040,408,0,Réponse 5,Explication,5
2041,409,0,Réponse 1,Explication,1
2042,409,0,Réponse 2,Explication,2
2043,409,0,Réponse 3,Explication,3
2044,409,0,Réponse 4,Explication,4
2045,409,1,Réponse 5,Explication,5
2046,410,1,Réponse 1,Explication,1
2047,410,0,Réponse 2,Explication,2
2048,410,0,Réponse 3,Explication,3
2049,410,1,Réponse 4,Explication,4
2050,410,0,Réponse 5,Explication,5
2051,411,1,Réponse 1,Explication,1
2052,411,0,Réponse 2,Explication,2
2053,411,0,Réponse 3,Explication,3
2054,411,0,Réponse 4,Explication,4
2055,411,0,Réponse 5,Explication,5
2056,412,1,Réponse 1,Explication,1
2057,412,1,Réponse 2,Explication,2
2058,412,0,Réponse 3,Explication,3
2059,412,0,Réponse 4,Explication,4
2060,412,0,Réponse 5,Explication,5
2061,413,1,Réponse 1,Explication,1
2062,413,1,Réponse 2,Explication,2
2063,413,0,Réponse 3,Explication,3
